LOCATION,SUBURB,Reason Code,Audit Date,full_location,row_index,index,longitude,latitude,corrected address,extracted_on
Ventnor Road,VENTNOR,C,Apr-2018,"Ventnor Road, VENTNOR",1518,1518.0,145.1818766,-38.4770599,"Ventnor Rd, Ventnor VIC 3922, Australia",2018-August-06
Victoria Street,ALTONA MEADOWS,C,Feb-2018,"Victoria Street, ALTONA MEADOWS",1519,1519.0,144.7857719,-37.8777731,"Victoria St, Altona Meadows VIC 3028, Australia",2018-August-06
Victoria Street,BRUNSWICK,ABC,Dec-2017,"Victoria Street, BRUNSWICK",1520,1520.0,144.9635109,-37.7671795,"Victoria St, Brunswick VIC 3056, Australia",2018-August-06
Victoria Street,HAMILTON,C,May-2018,"Victoria Street, HAMILTON",1521,1521.0,175.2764789,-37.7801809,"Victoria St, Hamilton, New Zealand",2018-August-06
Victoria Street,NHILL,C,Jul-2018,"Victoria Street, NHILL",1522,1522.0,141.6469393,-36.3361044,"Victoria St, Nhill VIC 3418, Australia",2018-August-06
Victoria Street,WILLIAMSTOWN,C,Feb-2018,"Victoria Street, WILLIAMSTOWN",1523,1523.0,144.8885531,-37.862707,"Victoria St, Williamstown VIC 3016, Australia",2018-August-06
View Street,ST ALBANS,C,Jul-2018,"View Street, ST ALBANS",1524,1524.0,144.8045494,-37.7410437,"View St, St Albans VIC 3021, Australia",2018-August-06
Vincent Avenue,ST ALBANS,C,Jul-2018,"Vincent Avenue, ST ALBANS",1525,1525.0,144.8093176,-37.7416006,"Vincent Ave, St Albans VIC 3021, Australia",2018-August-06
Vineyard Road,SUNBURY,ABC,Dec-2017,"Vineyard Road, SUNBURY",1526,1526.0,144.7122809,-37.6057082,"Vineyard Rd, Sunbury VIC 3429, Australia",2018-August-06
Wahring-Murchison East Road,MURCHISON EAST,C,Apr-2018,"Wahring-Murchison East Road, MURCHISON EAST",1527,1527.0,145.240314,-36.6346729,"Wahring-Murchison E Rd, Murchison East VIC 3610, Australia",2018-August-06
Waiora Road,HEIDELBERG HEIGHTS,C,Apr-2018,"Waiora Road, HEIDELBERG HEIGHTS",1528,1528.0,145.0597566,-37.7361894,"Waiora Rd, Heidelberg Heights VIC 3081, Australia",2018-August-06
Wallan Road,GLENVALE,C,Apr-2018,"Wallan Road, GLENVALE",1529,1529.0,144.9638997,-37.4081337,"Wallan VIC 3756, Australia",2018-August-06
Walnut Avenue,MILDURA,C,Jun-2018,"Walnut Avenue, MILDURA",1530,1530.0,142.1186732,-34.2130312,"Walnut Ave, Mildura VIC 3500, Australia",2018-August-06
Walnut Avenue,MILDURA SOUTH,C,Jun-2018,"Walnut Avenue, MILDURA SOUTH",1531,1531.0,142.1186732,-34.2130312,"Walnut Ave, Mildura VIC 3500, Australia",2018-August-06
Wanda Street,MULGRAVE,C,May-2018,"Wanda Street, MULGRAVE",1532,1532.0,145.1672224,-37.9267885999999,"Wanda St, Mulgrave VIC 3170, Australia",2018-August-06
Wangandary Road,WANGARATTA,BC,Apr-2018,"Wangandary Road, WANGARATTA",1533,1533.0,146.2787065,-36.3345983,"Wangandary Rd, Wangaratta VIC 3677, Australia",2018-August-06
Wangaratta Road,WANGARATTA,ABC,Apr-2018,"Wangaratta Road, WANGARATTA",1534,1534.0,146.299639,-36.3459598,"54/58 Williams Rd, Wangaratta VIC 3677, Australia",2018-August-06
Wangaratta Whitfield Road,KING VALLEY,C,Apr-2018,"Wangaratta Whitfield Road, KING VALLEY",1535,1535.0,146.4186534,-36.6961455,"Wangaratta-Whitfield Rd, King Valley VIC 3678, Australia",2018-August-06
Wangaratta-Yarrawonga Road,KILLAWARRA,ABC,Apr-2018,"Wangaratta-Yarrawonga Road, KILLAWARRA",1536,1536.0,146.2475017,-36.2520878,"Wangaratta-Yarrawonga Rd, Killawarra VIC 3678, Australia",2018-August-06
Wangaratta-Yarrawonga Road,PEECHELBA,BC,Apr-2018,"Wangaratta-Yarrawonga Road, PEECHELBA",1537,1537.0,146.2209299,-36.1684951,"Wangaratta-Yarrawonga Rd, Peechelba VIC 3678, Australia",2018-August-06
Wangaratta-Yarrawonga Road,WALDARA,ABC,Apr-2018,"Wangaratta-Yarrawonga Road, WALDARA",1538,1538.0,146.2849106,-36.3202405,"Wangaratta-Yarrawonga Rd, Waldara VIC 3678, Australia",2018-August-06
Wangoom Road,WARRNAMBOOL,C,Apr-2018,"Wangoom Road, WARRNAMBOOL",1539,1539.0,142.5300603,-38.3559774,"Wangoom Rd, Warrnambool VIC 3280, Australia",2018-August-06
Wantirna Road,RINGWOOD,AC,Jan-2018,"Wantirna Road, RINGWOOD",1540,1540.0,145.2271804,-37.8279488,"Wantirna Rd, Ringwood VIC 3134, Australia",2018-August-06
Warburton Highway,LILYDALE,ABC,Mar-2018,"Warburton Highway, LILYDALE",1541,1541.0,145.3927428,-37.7596789,"Warburton Hwy, Lilydale VIC 3140, Australia",2018-August-06
Warburton Highway,WESBURN,ABC,Mar-2018,"Warburton Highway, WESBURN",1542,1542.0,145.6464762,-37.7689587,"Warburton Hwy, Wesburn VIC 3799, Australia",2018-August-06
Warburton Highway,WOORI YALLOCK,AC,Mar-2018,"Warburton Highway, WOORI YALLOCK",1543,1543.0,145.5409433,-37.7821921,"Warburton Hwy, Woori Yallock VIC 3139, Australia",2018-August-06
Warneet Road,BLIND BIGHT,B,Jul-2018,"Warneet Road, BLIND BIGHT",1544,1544.0,145.3367728,-38.2118287,"Warneet Rd, Blind Bight VIC 3980, Australia",2018-August-06
Warneet Road,WARNEET,B,Jul-2018,"Warneet Road, WARNEET",1545,1545.0,145.3228426,-38.2189528,"Warneet Rd, Warneet VIC 3980, Australia",2018-August-06
Warragul-Korumburra Road,WARRAGUL SOUTH,ABC,Apr-2018,"Warragul-Korumburra Road, WARRAGUL SOUTH",1546,1546.0,145.9190599,-38.2115654,"Korumburra-Warragul Rd, Warragul South VIC 3821, Australia",2018-August-06
Warrandyte Road,LANGWARRIN,ABC,May-2018,"Warrandyte Road, LANGWARRIN",1547,1547.0,145.1878975,-38.1686135,"Warrandyte Rd, Langwarrin VIC 3910, Australia",2018-August-06
Warrandyte Road,LANGWARRIN SOUTH,BC,May-2018,"Warrandyte Road, LANGWARRIN SOUTH",1548,1548.0,145.1840129,-38.1877824,"Warrandyte Rd, Langwarrin South VIC 3910, Australia",2018-August-06
Warrandyte Road,RINGWOOD NORTH,ABC,Jan-2018,"Warrandyte Road, RINGWOOD NORTH",1549,1549.0,145.2346871,-37.7995147,"Warrandyte Rd, Ringwood North VIC 3134, Australia",2018-August-06
Warrigal Road,BENTLEIGH EAST,C,Jun-2018,"Warrigal Road, BENTLEIGH EAST",1550,1550.0,145.0827837,-37.9224439,"Warrigal Rd, Bentleigh East VIC 3165, Australia",2018-August-06
Warrigal Road,BURWOOD,C,May-2018,"Warrigal Road, BURWOOD",1551,1551.0,145.0960114,-37.8481488,"Warrigal Rd, Burwood VIC 3125, Australia",2018-August-06
Waterview Drive,MERNDA,BC,Apr-2018,"Waterview Drive, MERNDA",1552,1552.0,145.0864609,-37.6117559,"Waterview Dr, Mernda VIC 3754, Australia",2018-August-06
Wattle Glen-Kangaroo Ground Road,KANGAROO GROUND,AC,Apr-2018,"Wattle Glen-Kangaroo Ground Road, KANGAROO GROUND",1553,1553.0,145.1997541,-37.6748238,"Kangaroo Ground-Wattle Glen Rd, Victoria, Australia",2018-August-06
Wattle Road,MAIDSTONE,C,Feb-2018,"Wattle Road, MAIDSTONE",1554,1554.0,144.8804076,-37.7773773,"Wattle Rd, Maidstone VIC 3012, Australia",2018-August-06
Wattletree Road,MALVERN,AC,Jul-2018,"Wattletree Road, MALVERN",1555,1555.0,145.0355038,-37.8633126,"Wattletree Rd, Malvern VIC 3144, Australia",2018-August-06
Wattletree Road,MALVERN EAST,C,Jul-2018,"Wattletree Road, MALVERN EAST",1556,1556.0,145.0468734,-37.8647123,"Wattletree Rd, Malvern East VIC 3145, Australia",2018-August-06
Waverley Road,CHADSTONE,C,May-2018,"Waverley Road, CHADSTONE",1557,1557.0,145.099663,-37.8814362,"Waverley Rd, Chadstone VIC 3148, Australia",2018-August-06
Waverley Road,GLEN WAVERLEY,C,May-2018,"Waverley Road, GLEN WAVERLEY",1558,1558.0,145.1716239,-37.8897043,"Waverley Rd, Glen Waverley VIC 3150, Australia",2018-August-06
Waverley Road,MALVERN EAST,C,Jul-2018,"Waverley Road, MALVERN EAST",1559,1559.0,145.0672772,-37.8782811,"Waverley Rd, Malvern East VIC 3145, Australia",2018-August-06
Waverley Road,MOUNT WAVERLEY,C,May-2018,"Waverley Road, MOUNT WAVERLEY",1560,1560.0,145.1284339,-37.8848126,"Waverley Rd, Mount Waverley VIC 3149, Australia",2018-August-06
Waverley Road,WHEELERS HILL,C,May-2018,"Waverley Road, WHEELERS HILL",1561,1561.0,145.1864672,-37.8913994,"Waverley Rd, Wheelers Hill VIC 3150, Australia",2018-August-06
Wawunna Road,HORSHAM,BC,Jul-2018,"Wawunna Road, HORSHAM",1562,1562.0,142.1961332,-36.7034564,"Wawunna Rd, Horsham VIC 3400, Australia",2018-August-06
Weatherall Road,CHELTENHAM,AC,Jun-2018,"Weatherall Road, CHELTENHAM",1563,1563.0,145.0454568,-37.9713619,"Weatherall Rd, Cheltenham VIC 3192, Australia",2018-August-06
Webb Road,ROCHESTER,AB,Apr-2018,"Webb Road, ROCHESTER",1564,1564.0,-77.6845254,43.1156576,"3550, 795 Beahan Rd, Rochester, NY 14624, United States",2018-August-06
Wedge Road,CARRUM DOWNS,C,May-2018,"Wedge Road, CARRUM DOWNS",1565,1565.0,145.1935774,-38.0872053999999,"Wedge Rd, Carrum Downs VIC 3201, Australia",2018-August-06
Wellington Road,LYSTERFIELD,ABC,Mar-2018,"Wellington Road, LYSTERFIELD",1566,1566.0,145.3039924,-37.9334968,"Wellington Rd, Lysterfield VIC 3156, Australia",2018-August-06
Wellington Road,ROWVILLE,ABC,Mar-2018,"Wellington Road, ROWVILLE",1567,1567.0,145.2436082,-37.9265797,"Wellington Rd, Rowville VIC 3178, Australia",2018-August-06
Wells Road,ASPENDALE GARDENS,C,Jun-2018,"Wells Road, ASPENDALE GARDENS",1568,1568.0,145.1204077,-38.0198561,"Wells Rd, Aspendale Gardens VIC 3195, Australia",2018-August-06
Wendouree Parade,BALLARAT,C,Jul-2018,"Wendouree Parade, BALLARAT",1569,1569.0,143.8347454,-37.5438199,"Wendouree Parade, Lake Wendouree VIC 3350, Australia",2018-August-06
Wentworth Road,MERBEIN,C,Jun-2018,"Wentworth Road, MERBEIN",1570,1570.0,142.0480828,-34.1497451,"Wentworth Rd, Merbein VIC 3505, Australia",2018-August-06
Were Street,BRIGHTON,ABC,Jun-2018,"Were Street, BRIGHTON",1571,1571.0,144.9980827,-37.9254204,"Were St, Brighton VIC 3186, Australia",2018-August-06
West Street,GLENROY,C,Dec-2017,"West Street, GLENROY",1572,1572.0,144.938408,-37.7066384,"West St, Glenroy VIC 3046, Australia",2018-August-06
Westall Road,SPRINGVALE SOUTH,C,Apr-2018,"Westall Road, SPRINGVALE SOUTH",1573,1573.0,145.137811,-37.9720814,"Westall Rd, Springvale South VIC 3172, Australia",2018-August-06
Westall Road Extension,DINGLEY VILLAGE,C,Jun-2018,"Westall Road Extension, DINGLEY VILLAGE",1574,1574.0,145.1382507,-37.9728384,"Westall Rd Ext, Dingley Village VIC 3172, Australia",2018-August-06
Western Avenue,WESTMEADOWS,BC,Dec-2017,"Western Avenue, WESTMEADOWS",1575,1575.0,144.8731742,-37.6810894,"Western Ave, Westmeadows VIC 3049, Australia",2018-August-06
Western Freeway,BALLAN,C,Apr-2018,"Western Freeway, BALLAN",1576,1576.0,144.2204107,-37.588792,"Western Fwy, Ballan VIC 3342, Australia",2018-August-06
Western Freeway,BUANGOR,B,Jul-2018,"Western Freeway, BUANGOR",1577,1577.0,143.163099,-37.3612007,"Western Hwy, Buangor VIC 3375, Australia",2018-August-06
Western Freeway,GORDON,C,Apr-2018,"Western Freeway, GORDON",1578,1578.0,144.2982342,-37.6121799,"Western Fwy, Victoria, Australia",2018-August-06
Western Freeway,MELTON,C,Jul-2018,"Western Freeway, MELTON",1579,1579.0,144.5658052,-37.6915862,"Western Fwy, Melton VIC, Australia",2018-August-06
Western Freeway,NERRINA,BC,Jul-2018,"Western Freeway, NERRINA",1580,1580.0,143.8891091,-37.5423915,"Western Fwy, Nerrina VIC 3350, Australia",2018-August-06
Western Freeway,ROCKBANK,ABC,Jul-2018,"Western Freeway, ROCKBANK",1581,1581.0,144.6644501,-37.7308435,"Western Fwy, Rockbank VIC 3335, Australia",2018-August-06
Western Freeway,WALLACE,C,Apr-2018,"Western Freeway, WALLACE",1582,1582.0,144.2982342,-37.6121799,"Western Fwy, Victoria, Australia",2018-August-06
Western Highway,ARARAT,B,Jul-2018,"Western Highway, ARARAT",1583,1583.0,142.9570123,-37.287256,"Western Hwy, Ararat VIC 3377, Australia",2018-August-06
Western Highway,ARMSTRONG,C,Jul-2018,"Western Highway, ARMSTRONG",1584,1584.0,142.8868826,-37.2154892,"Western Hwy, Armstrong VIC 3377, Australia",2018-August-06
Western Highway,BUANGOR,ABC,Jul-2018,"Western Highway, BUANGOR",1585,1585.0,143.163099,-37.3612007,"Western Hwy, Buangor VIC 3375, Australia",2018-August-06
Western Highway,BURRUMBEET,ABC,Jul-2018,"Western Highway, BURRUMBEET",1586,1586.0,143.6166579,-37.4666833,"Western Hwy, Burrumbeet VIC 3352, Australia",2018-August-06
Western Highway,DADSWELLS BRIDGE,BC,Jul-2018,"Western Highway, DADSWELLS BRIDGE",1587,1587.0,142.4921791,-36.9073233,"Western Hwy, Dadswells Bridge VIC 3385, Australia",2018-August-06
Western Highway,DAHLEN,C,Jul-2018,"Western Highway, DAHLEN",1588,1588.0,142.4286102,-36.8597055,"Western Hwy, Victoria, Australia",2018-August-06
Western Highway,DEEP LEAD,C,Jul-2018,"Western Highway, DEEP LEAD",1589,1589.0,142.7015468,-37.0042336,"Western Hwy, Deep Lead VIC 3385, Australia",2018-August-06
Western Highway,DIMBOOLA,AC,Jul-2018,"Western Highway, DIMBOOLA",1590,1590.0,142.0165414,-36.4356431,"Western Hwy, Dimboola VIC 3414, Australia",2018-August-06
Western Highway,DOBIE,C,Jul-2018,"Western Highway, DOBIE",1591,1591.0,143.0314567,-37.3142812,"Western Hwy, Dobie VIC 3377, Australia",2018-August-06
Western Highway,DRUNG,AC,Jul-2018,"Western Highway, DRUNG",1592,1592.0,142.3223961,-36.7983522,"Western Hwy, Drung VIC 3401, Australia",2018-August-06
Western Highway,DRUNG DRUNG SOUTH,C,Jul-2018,"Western Highway, DRUNG DRUNG SOUTH",1593,1593.0,142.4286102,-36.8597055,"Western Hwy, Victoria, Australia",2018-August-06
Western Highway,GERANG GERUNG,C,Jul-2018,"Western Highway, GERANG GERUNG",1594,1594.0,141.8655853,-36.3716179,"Western Hwy, Gerang Gerung VIC 3418, Australia",2018-August-06
Western Highway,KINIMAKATKA,C,Jul-2018,"Western Highway, KINIMAKATKA",1595,1595.0,141.5744224,-36.3722627,"Western Hwy & Kinimakatka Rd, Nhill VIC 3418, Australia",2018-August-06
Western Highway,LAWLOIT,AC,Jul-2018,"Western Highway, LAWLOIT",1596,1596.0,141.4524288,-36.4012248,"Western Hwy, Lawloit VIC 3418, Australia",2018-August-06
Western Highway,LEIGH CREEK,ABC,Apr-2018,"Western Highway, LEIGH CREEK",1597,1597.0,142.4286102,-36.8597055,"Western Hwy, Victoria, Australia",2018-August-06
Western Highway,LOCHIEL,C,Jul-2018,"Western Highway, LOCHIEL",1598,1598.0,142.4286102,-36.8597055,"Western Hwy, Victoria, Australia",2018-August-06
Western Highway,MIRAM,AC,Jul-2018,"Western Highway, MIRAM",1599,1599.0,141.3896696,-36.3946726,"Western Hwy, Miram VIC 3415, Australia",2018-August-06
Western Highway,MIRAM SOUTH,C,Jul-2018,"Western Highway, MIRAM SOUTH",1600,1600.0,141.3622032,-36.3927532,"Western Hwy & Miram S Rd, Kaniva VIC 3419, Australia",2018-August-06
Western Highway,MOUNT LANGI GHIRAN,C,Jul-2018,"Western Highway, MOUNT LANGI GHIRAN",1601,1601.0,143.144554,-37.315314,"80 Vine Rd, Bayindeen VIC 3375, Australia",2018-August-06
Western Highway,SERVICETON,C,Jul-2018,"Western Highway, SERVICETON",1602,1602.0,141.0266384,-36.3513127,"Western Hwy, Serviceton VIC 3420, Australia",2018-August-06
Western Highway,STAWELL,C,Jul-2018,"Western Highway, STAWELL",1603,1603.0,142.7480673,-37.0548491,"Western Hwy, Stawell VIC 3380, Australia",2018-August-06
Western Highway,TRAWALLA,ABC,Jul-2018,"Western Highway, TRAWALLA",1604,1604.0,143.5013495,-37.4438193,"Western Hwy, Trawalla VIC 3373, Australia",2018-August-06
Western Port Highway,LANGWARRIN,ABC,May-2018,"Western Port Highway, LANGWARRIN",1605,1605.0,145.2243385,-38.1542315,"Western Port Hwy, Langwarrin VIC 3910, Australia",2018-August-06
Western Port Highway,LYNDHURST,C,Apr-2018,"Western Port Highway, LYNDHURST",1606,1606.0,145.2417425,-38.0650465,"Western Port Hwy, Lyndhurst VIC 3975, Australia",2018-August-06
Western Port Highway,SKYE,ABC,May-2018,"Western Port Highway, SKYE",1607,1607.0,145.2339149,-38.1059367,"Western Port Hwy, Skye VIC 3977, Australia",2018-August-06
Westernport Highway,LANGWARRIN,C,Jul-2018,"Westernport Highway, LANGWARRIN",1608,1608.0,145.2243385,-38.1542315,"Western Port Hwy, Langwarrin VIC 3910, Australia",2018-August-06
Westernport Road,LANG LANG,B,May-2018,"Westernport Road, LANG LANG",1609,1609.0,145.5914584,-38.2555717,"Westernport Rd, Lang Lang VIC 3984, Australia",2018-August-06
Westernport Road,RIPPLEBROOK,C,Apr-2018,"Westernport Road, RIPPLEBROOK",1610,1610.0,145.761986,-38.203187,"Westernport Rd, Ripplebrook VIC 3818, Australia",2018-August-06
Westley Street,FERNTREE GULLY,BC,Jan-2018,"Westley Street, FERNTREE GULLY",1611,1611.0,145.2818714,-37.8803847,"Westley St, Ferntree Gully VIC 3156, Australia",2018-August-06
Westmelton Drive,MELTON WEST,C,Apr-2018,"Westmelton Drive, MELTON WEST",1612,1612.0,144.5606674,-37.6759335,"Westmelton Dr, Melton West VIC 3337, Australia",2018-August-06
Westwood Drive,BURNSIDE,ABC,Jul-2018,"Westwood Drive, BURNSIDE",1613,1613.0,144.7522156,-37.753324,"Westwood Dr, Burnside VIC 3023, Australia",2018-August-06
Westwood Drive,CAROLINE SPRINGS,BC,Jul-2018,"Westwood Drive, CAROLINE SPRINGS",1614,1614.0,144.7489537,-37.7350558,"Westwood Dr, Caroline Springs VIC 3023, Australia",2018-August-06
Wetherby Road,DONCASTER,C,May-2018,"Wetherby Road, DONCASTER",1615,1615.0,145.1425792,-37.7932342,"Wetherby Rd, Doncaster VIC 3108, Australia",2018-August-06
White Hill Road,DROMANA,C,May-2018,"White Hill Road, DROMANA",1616,1616.0,145.006191,-38.3449632,"White Hill Rd, Dromana VIC 3936, Australia",2018-August-06
White Street,MORDIALLOC,AC,Jun-2018,"White Street, MORDIALLOC",1617,1617.0,145.0936592,-37.9994935,"White St, Victoria 3195, Australia",2018-August-06
Whites Road,WARRNAMBOOL,C,Apr-2018,"Whites Road, WARRNAMBOOL",1618,1618.0,142.5055487,-38.3675169,"Whites Rd, Warrnambool VIC 3280, Australia",2018-August-06
Whitfield Road,MOYHU,BC,Apr-2018,"Whitfield Road, MOYHU",1619,1619.0,146.3822277,-36.5457282,"Wangaratta-Whitfield Rd, Moyhu VIC 3732, Australia",2018-August-06
Whittlesea-Kinglake Road,KINGLAKE CENTRAL,BC,Apr-2018,"Whittlesea-Kinglake Road, KINGLAKE CENTRAL",1620,1620.0,145.3132875,-37.5064671,"Whittlesea-Kinglake Rd, Kinglake Central VIC 3757, Australia",2018-August-06
Whittlesea-Kinglake Road,KINGLAKE WEST,BC,Apr-2018,"Whittlesea-Kinglake Road, KINGLAKE WEST",1621,1621.0,145.2740358,-37.4813574,"Whittlesea-Kinglake Rd, Kinglake West VIC 3757, Australia",2018-August-06
Whittlesea-Kinglake Road,PHEASANT CREEK,BC,Apr-2018,"Whittlesea-Kinglake Road, PHEASANT CREEK",1622,1622.0,145.294156,-37.4840239,"Whittlesea-Kinglake Rd, Pheasant Creek VIC 3757, Australia",2018-August-06
Whittlesea-Yea Road,KINGLAKE WEST,AC,Apr-2018,"Whittlesea-Yea Road, KINGLAKE WEST",1623,1623.0,145.2428649,-37.450816,"Whittlesea-Yea Rd, Kinglake West VIC 3757, Australia",2018-August-06
Whittlesea-Yea Road,WHITTLESEA,AC,Apr-2018,"Whittlesea-Yea Road, WHITTLESEA",1624,1624.0,145.1744227,-37.4896477,"Whittlesea-Yea Rd, Whittlesea VIC 3757, Australia",2018-August-06
Wickham Road,HIGHETT,AC,May-2018,"Wickham Road, HIGHETT",1625,1625.0,145.0417118,-37.945031,"Wickham Rd, Highett VIC 3190, Australia",2018-August-06
Wickham Road,HIGHETT (SBY),ABCD,Mar-2018,"Wickham Road, HIGHETT (SBY)",1626,1626.0,145.0417118,-37.945031,"Wickham Rd, Highett VIC 3190, Australia",2018-August-06
Wickham Road,MOORABBIN,C,Jun-2018,"Wickham Road, MOORABBIN",1627,1627.0,145.0464613,-37.9455916,"Wickham Rd, Moorabbin VIC 3189, Australia",2018-August-06
Widford Street,GLENROY,C,Dec-2017,"Widford Street, GLENROY",1628,1628.0,144.9244586,-37.6985025,"Widford St, Glenroy VIC 3046, Australia",2018-August-06
Wildwood Road,BULLA,BC,Dec-2017,"Wildwood Road, BULLA",1629,1629.0,144.8053598,-37.6137984,"Wildwood Rd, Bulla VIC 3428, Australia",2018-August-06
Willaton Street,ST ALBANS,C,Jul-2018,"Willaton Street, ST ALBANS",1630,1630.0,144.8082331,-37.7562249,"Willaton St, St Albans VIC 3021, Australia",2018-August-06
Willowgrove Road,TRAFALGAR,AC,Apr-2018,"Willowgrove Road, TRAFALGAR",1631,1631.0,146.1459022,-38.148964,"Willow Grove Rd, Trafalgar VIC 3824, Australia",2018-August-06
Wilsons Lane,SUNBURY,C,Dec-2017,"Wilsons Lane, SUNBURY",1632,1632.0,144.6937186,-37.5766229,"Wilsons Ln, Sunbury VIC 3429, Australia",2018-August-06
Wilsons Road,MORNINGTON,BC,May-2018,"Wilsons Road, MORNINGTON",1633,1633.0,145.0364511,-38.2284473,"Wilsons Rd, Mornington VIC 3931, Australia",2018-August-06
Wilton Vale Road,SOUTH MORANG,BC,Apr-2018,"Wilton Vale Road, SOUTH MORANG",1634,1634.0,145.1091065,-37.6246083,"Wilton Vale Rd, South Morang VIC 3752, Australia",2018-August-06
Wimmera Highway,APSLEY,C,Jul-2018,"Wimmera Highway, APSLEY",1635,1635.0,141.0953393,-36.9704185,"Wimmera Hwy, Apsley VIC 3319, Australia",2018-August-06
Wimmera Highway,HORSHAM,C,Jul-2018,"Wimmera Highway, HORSHAM",1636,1636.0,142.1965374,-36.7166283,"Wimmera Hwy, Horsham VIC 3400, Australia",2018-August-06
Wimmera Highway,KARNAK,C,Jul-2018,"Wimmera Highway, KARNAK",1637,1637.0,141.524978,-36.895871,"Wimmera Hwy, Karnak VIC 3401, Australia",2018-August-06
Wimmera Highway,KOOREH,C,Jul-2018,"Wimmera Highway, KOOREH",1638,1638.0,143.3998574,-36.6411783,"Wimmera Hwy, Kooreh VIC 3477, Australia",2018-August-06
Wimmera Highway,MOOLERR,C,Jul-2018,"Wimmera Highway, MOOLERR",1639,1639.0,143.1737078,-36.6343752,"Wimmera Hwy, Moolerr VIC 3477, Australia",2018-August-06
Wimmera Highway,QUANTONG,C,Jul-2018,"Wimmera Highway, QUANTONG",1640,1640.0,142.0410759,-36.738774,"Wimmera Hwy, Quantong VIC 3401, Australia",2018-August-06
Wimmera Highway,ST ARNAUD,C,Jul-2018,"Wimmera Highway, ST ARNAUD",1641,1641.0,143.2645222,-36.6212796,"Wimmera Hwy, St Arnaud VIC 3478, Australia",2018-August-06
Windsor Avenue,SPRINGVALE,BC,Apr-2018,"Windsor Avenue, SPRINGVALE",1642,1642.0,145.1453889,-37.9511024,"Windsor Ave, Springvale VIC 3171, Australia",2018-August-06
Winton-Glenrowan Road,WINTON NORTH,BC,Apr-2018,"Winton-Glenrowan Road, WINTON NORTH",1643,1643.0,146.1383525,-36.4890762,"Winton-Glenrowan Rd, Victoria, Australia",2018-August-06
Winwood Drive,FERNTREE GULLY,BC,Jan-2018,"Winwood Drive, FERNTREE GULLY",1644,1644.0,145.2883496,-37.885632,"Winwood Dr, Ferntree Gully VIC 3156, Australia",2018-August-06
Witt Street,BENALLA,BC,Apr-2018,"Witt Street, BENALLA",1645,1645.0,145.9991935,-36.5400141,"Witt St, Benalla VIC 3672, Australia",2018-August-06
Wodonga-Yackandandah Road,BARANDUDA,AC,Apr-2018,"Wodonga-Yackandandah Road, BARANDUDA",1646,1646.0,146.9563421,-36.2004671,"Yackandandah - Wodonga Rd, Baranduda VIC 3691, Australia",2018-August-06
Wodonga-Yackandandah Road,STAGHORN FLAT,C,Apr-2018,"Wodonga-Yackandandah Road, STAGHORN FLAT",1647,1647.0,146.927306,-36.2489441,"Yackandandah - Wodonga Rd, Staghorn Flat VIC 3691, Australia",2018-August-06
