ROW_INDEX,LOCATION,SUBURB,Reason Code,Audit Date,full_location
1009,Mount Pleasant Road,ELTHAM,BC,Apr-2018,"Mount Pleasant Road, ELTHAM, VICTORIA, AUSTRALIA"
1010,Mount Ridley Road,CRAIGIEBURN,AC,Dec-2017,"Mount Ridley Road, CRAIGIEBURN, VICTORIA, AUSTRALIA"
1011,Mount Ridley Road,MICKLEHAM,AC,Dec-2017,"Mount Ridley Road, MICKLEHAM, VICTORIA, AUSTRALIA"
1012,Mountain Highway,BORONIA,ABC,Jan-2018,"Mountain Highway, BORONIA, VICTORIA, AUSTRALIA"
1013,Mountain View Road,GREENSBOROUGH,BC,Apr-2018,"Mountain View Road, GREENSBOROUGH, VICTORIA, AUSTRALIA"
1014,Mountain View Road,MONTMORENCY,AC,Apr-2018,"Mountain View Road, MONTMORENCY, VICTORIA, AUSTRALIA"
1015,Mt Alexander Road,ESSENDON,ABC,Dec-2017,"Mt Alexander Road, ESSENDON, VICTORIA, AUSTRALIA"
1016,Mt Buller Road,MERRIJIG,BC,Apr-2018,"Mt Buller Road, MERRIJIG, VICTORIA, AUSTRALIA"
1017,Murchison-Tatura Road,DHURRINGILE,BC,Apr-2018,"Murchison-Tatura Road, DHURRINGILE, VICTORIA, AUSTRALIA"
1018,Murchison-Tatura Road,TATURA,BC,Apr-2018,"Murchison-Tatura Road, TATURA, VICTORIA, AUSTRALIA"
1019,Murchison-Violet Town Road,MIEPOLL,C,Apr-2018,"Murchison-Violet Town Road, MIEPOLL, VICTORIA, AUSTRALIA"
1020,Murchison-Violet Town Road,MURCHISON EAST,BC,Apr-2018,"Murchison-Violet Town Road, MURCHISON EAST, VICTORIA, AUSTRALIA"
1021,Murdoch Road,WANGARATTA,BC,Apr-2018,"Murdoch Road, WANGARATTA, VICTORIA, AUSTRALIA"
1022,Murphy Street,EAST BENDIGO,C,May-2018,"Murphy Street, EAST BENDIGO, VICTORIA, AUSTRALIA"
1023,Murradoc Road,DRYSDALE,ABC,Apr-2018,"Murradoc Road, DRYSDALE, VICTORIA, AUSTRALIA"
1024,Murradoc Road,ST LEONARDS,BC,Apr-2018,"Murradoc Road, ST LEONARDS, VICTORIA, AUSTRALIA"
1025,Murray River Road,THOLOGOLONG,AC,Apr-2018,"Murray River Road, THOLOGOLONG, VICTORIA, AUSTRALIA"
1026,Murray Road,COBURG,C,Dec-2017,"Murray Road, COBURG, VICTORIA, AUSTRALIA"
1027,Murray Valley Highway,BARNAWARTHA,BC,Apr-2018,"Murray Valley Highway, BARNAWARTHA, VICTORIA, AUSTRALIA"
1028,Murray Valley Highway,BERRINGAMA,BC,Apr-2018,"Murray Valley Highway, BERRINGAMA, VICTORIA, AUSTRALIA"
1029,Murray Valley Highway,BEVERFORD,BC,Apr-2018,"Murray Valley Highway, BEVERFORD, VICTORIA, AUSTRALIA"
1030,Murray Valley Highway,BONEGILLA,C,Apr-2018,"Murray Valley Highway, BONEGILLA, VICTORIA, AUSTRALIA"
1031,Murray Valley Highway,BOUNDARY BEND,C,Apr-2018,"Murray Valley Highway, BOUNDARY BEND, VICTORIA, AUSTRALIA"
1032,Murray Valley Highway,BRIMIN,ABC,Apr-2018,"Murray Valley Highway, BRIMIN, VICTORIA, AUSTRALIA"
1033,Murray Valley Highway,BROWNS PLAINS,ABC,Apr-2018,"Murray Valley Highway, BROWNS PLAINS, VICTORIA, AUSTRALIA"
1034,Murray Valley Highway,BULLIOH,C,Apr-2018,"Murray Valley Highway, BULLIOH, VICTORIA, AUSTRALIA"
1035,Murray Valley Highway,BUNDALONG,C,Apr-2018,"Murray Valley Highway, BUNDALONG, VICTORIA, AUSTRALIA"
1036,Murray Valley Highway,COBRAM EAST,ABC,Apr-2018,"Murray Valley Highway, COBRAM EAST, VICTORIA, AUSTRALIA"
1037,Murray Valley Highway,COHUNA,BC,Apr-2018,"Murray Valley Highway, COHUNA, VICTORIA, AUSTRALIA"
1038,Murray Valley Highway,CUDGEWA,BC,Apr-2018,"Murray Valley Highway, CUDGEWA, VICTORIA, AUSTRALIA"
1039,Murray Valley Highway,EBDEN,C,Apr-2018,"Murray Valley Highway, EBDEN, VICTORIA, AUSTRALIA"
1040,Murray Valley Highway,ECHUCA,C,Apr-2018,"Murray Valley Highway, ECHUCA, VICTORIA, AUSTRALIA"
1041,Murray Valley Highway,FAIRLEY,C,Apr-2018,"Murray Valley Highway, FAIRLEY, VICTORIA, AUSTRALIA"
1042,Murray Valley Highway,GUNBOWER,BC,Apr-2018,"Murray Valley Highway, GUNBOWER, VICTORIA, AUSTRALIA"
1043,Murray Valley Highway,KENLEY,BC,Apr-2018,"Murray Valley Highway, KENLEY, VICTORIA, AUSTRALIA"
1044,Murray Valley Highway,KERANG,C,Apr-2018,"Murray Valley Highway, KERANG, VICTORIA, AUSTRALIA"
1045,Murray Valley Highway,KERANG EAST,C,Apr-2018,"Murray Valley Highway, KERANG EAST, VICTORIA, AUSTRALIA"
1046,Murray Valley Highway,LAKE BOGA,C,Apr-2018,"Murray Valley Highway, LAKE BOGA, VICTORIA, AUSTRALIA"
1047,Murray Valley Highway,LAKE CHARM,C,Apr-2018,"Murray Valley Highway, LAKE CHARM, VICTORIA, AUSTRALIA"
1048,Murray Valley Highway,LAKE POWELL,C,Apr-2018,"Murray Valley Highway, LAKE POWELL, VICTORIA, AUSTRALIA"
1049,Murray Valley Highway,LEITCHVILLE,BC,Apr-2018,"Murray Valley Highway, LEITCHVILLE, VICTORIA, AUSTRALIA"
1050,Murray Valley Highway,MEAD,BC,Apr-2018,"Murray Valley Highway, MEAD, VICTORIA, AUSTRALIA"
1051,Murray Valley Highway,MYSTIC PARK,BC,Apr-2018,"Murray Valley Highway, MYSTIC PARK, VICTORIA, AUSTRALIA"
1052,Murray Valley Highway,NARRUNG,C,Apr-2018,"Murray Valley Highway, NARRUNG, VICTORIA, AUSTRALIA"
1053,Murray Valley Highway,NATHALIA,ABC,Apr-2018,"Murray Valley Highway, NATHALIA, VICTORIA, AUSTRALIA"
1054,Murray Valley Highway,NYAH,C,Apr-2018,"Murray Valley Highway, NYAH, VICTORIA, AUSTRALIA"
1055,Murray Valley Highway,PIAMBIE,C,Apr-2018,"Murray Valley Highway, PIAMBIE, VICTORIA, AUSTRALIA"
1056,Murray Valley Highway,PIANGIL,C,Apr-2018,"Murray Valley Highway, PIANGIL, VICTORIA, AUSTRALIA"
1057,Murray Valley Highway,RED BLUFF,C,Apr-2018,"Murray Valley Highway, RED BLUFF, VICTORIA, AUSTRALIA"
1058,Murray Valley Highway,STRATHMERTON,ABC,Apr-2018,"Murray Valley Highway, STRATHMERTON, VICTORIA, AUSTRALIA"
1059,Murray Valley Highway,SWAN HILL,BC,Apr-2018,"Murray Valley Highway, SWAN HILL, VICTORIA, AUSTRALIA"
1060,Murray Valley Highway,TALLANGATTA,BC,Apr-2018,"Murray Valley Highway, TALLANGATTA, VICTORIA, AUSTRALIA"
1061,Murray Valley Highway,TONGALA,ABC,Apr-2018,"Murray Valley Highway, TONGALA, VICTORIA, AUSTRALIA"
1062,Murray Valley Highway,TORRUMBARRY,ABC,Apr-2018,"Murray Valley Highway, TORRUMBARRY, VICTORIA, AUSTRALIA"
1063,Murray Valley Highway,TRESCO,C,Apr-2018,"Murray Valley Highway, TRESCO, VICTORIA, AUSTRALIA"
1064,Murray Valley Highway,VINIFERA,C,Apr-2018,"Murray Valley Highway, VINIFERA, VICTORIA, AUSTRALIA"
1065,Murray Valley Highway,WEE WEE RUP,BC,Apr-2018,"Murray Valley Highway, WEE WEE RUP, VICTORIA, AUSTRALIA"
1066,Murray Valley Highway,WHARPARILLA,BC,Apr-2018,"Murray Valley Highway, WHARPARILLA, VICTORIA, AUSTRALIA"
1067,Murray Valley Highway,WOOD WOOD,C,Apr-2018,"Murray Valley Highway, WOOD WOOD, VICTORIA, AUSTRALIA"
1068,Murray Valley Highway,YARRAWONGA,ABC,Apr-2018,"Murray Valley Highway, YARRAWONGA, VICTORIA, AUSTRALIA"
1069,Murray Valley Hwy,TOWONG UPPER,C,Apr-2018,"Murray Valley Hwy, TOWONG UPPER, VICTORIA, AUSTRALIA"
1070,Must Street,PORTLAND,C,May-2018,"Must Street, PORTLAND, VICTORIA, AUSTRALIA"
1071,Myers Road,BITTERN,BC,Jul-2018,"Myers Road, BITTERN, VICTORIA, AUSTRALIA"
1072,Myrtlebank Road,MYRTLEBANK,ABC,Apr-2018,"Myrtlebank Road, MYRTLEBANK, VICTORIA, AUSTRALIA"
1073,Myrtleford-Yackandandah Road,MUDGEGONGA,BC,Apr-2018,"Myrtleford-Yackandandah Road, MUDGEGONGA, VICTORIA, AUSTRALIA"
1074,Napier Street,STRATHMORE,C,Dec-2017,"Napier Street, STRATHMORE, VICTORIA, AUSTRALIA"
1075,Napoleon Road,ROWVILLE,ABC,Jan-2018,"Napoleon Road, ROWVILLE, VICTORIA, AUSTRALIA"
1076,Narre Warren North Road,NARRE WARREN,ABC,Jul-2018,"Narre Warren North Road, NARRE WARREN, VICTORIA, AUSTRALIA"
1077,Natimuk Road,HORSHAM,C,Jul-2018,"Natimuk Road, HORSHAM, VICTORIA, AUSTRALIA"
1078,Nepean Highway,BRIGHTON EAST,AC,Jun-2018,"Nepean Highway, BRIGHTON EAST, VICTORIA, AUSTRALIA"
1079,Nepean Highway,DROMANA,ABC,May-2018,"Nepean Highway, DROMANA, VICTORIA, AUSTRALIA"
1080,Nepean Highway,ELSTERNWICK,C,Jun-2018,"Nepean Highway, ELSTERNWICK, VICTORIA, AUSTRALIA"
1081,Nepean Highway,FRANKSTON SOUTH,ABC,May-2018,"Nepean Highway, FRANKSTON SOUTH, VICTORIA, AUSTRALIA"
1082,Nepean Highway,MORNINGTON,ABC,May-2018,"Nepean Highway, MORNINGTON, VICTORIA, AUSTRALIA"
1083,Nepean Highway,MOUNT ELIZA,ABC,May-2018,"Nepean Highway, MOUNT ELIZA, VICTORIA, AUSTRALIA"
1084,Nepean Highway,SEAFORD,C,Jul-2018,"Nepean Highway, SEAFORD, VICTORIA, AUSTRALIA"
1085,Nerowie Road,PARWAN,C,Apr-2018,"Nerowie Road, PARWAN, VICTORIA, AUSTRALIA"
1086,New Dookie Road,GRAHAMVALE,BC,Apr-2018,"New Dookie Road, GRAHAMVALE, VICTORIA, AUSTRALIA"
1087,New Street,PORTLAND,C,May-2018,"New Street, PORTLAND, VICTORIA, AUSTRALIA"
1088,Newington Road,STAWELL,C,Jul-2018,"Newington Road, STAWELL, VICTORIA, AUSTRALIA"
1089,Newlands Road,COBURG NORTH,C,Dec-2017,"Newlands Road, COBURG NORTH, VICTORIA, AUSTRALIA"
1090,Nicholson Street,COBURG,C,Dec-2017,"Nicholson Street, COBURG, VICTORIA, AUSTRALIA"
1091,Nicholson Street,ORBOST,C,Apr-2018,"Nicholson Street, ORBOST, VICTORIA, AUSTRALIA"
1092,Noble Street,NOBLE PARK (SSV),CD,Apr-2018,"Noble Street, NOBLE PARK (SSV), VICTORIA, AUSTRALIA"
1093,Norman Street,WENDOUREE,C,Jul-2018,"Norman Street, WENDOUREE, VICTORIA, AUSTRALIA"
1094,Normanby Avenue,THORNBURY,C,Jul-2018,"Normanby Avenue, THORNBURY, VICTORIA, AUSTRALIA"
1095,Normanby Drive,GREENVALE,BC,Dec-2017,"Normanby Drive, GREENVALE, VICTORIA, AUSTRALIA"
1096,North Boundary Road,HAMILTON,C,May-2018,"North Boundary Road, HAMILTON, VICTORIA, AUSTRALIA"
1097,North Road,LANGWARRIN,ABC,Jul-2018,"North Road, LANGWARRIN, VICTORIA, AUSTRALIA"
1098,North Road,PEARCEDALE,B,Jul-2018,"North Road, PEARCEDALE, VICTORIA, AUSTRALIA"
1099,Northern Grampians Road,HALLS GAP,C,Jul-2018,"Northern Grampians Road, HALLS GAP, VICTORIA, AUSTRALIA"
1100,Northern Highway,ECHUCA,ABC,Apr-2018,"Northern Highway, ECHUCA, VICTORIA, AUSTRALIA"
1101,Northern Highway,KILMORE,C,Apr-2018,"Northern Highway, KILMORE, VICTORIA, AUSTRALIA"
1102,Northern Highway,MYOLA,ABC,May-2018,"Northern Highway, MYOLA, VICTORIA, AUSTRALIA"
1103,Northern Highway,PYALONG,ABC,Apr-2018,"Northern Highway, PYALONG, VICTORIA, AUSTRALIA"
1104,Northern Highway,STRATHALLAN,C,Apr-2018,"Northern Highway, STRATHALLAN, VICTORIA, AUSTRALIA"
1105,Northern Highway,TOOBORAC,BC,Apr-2018,"Northern Highway, TOOBORAC, VICTORIA, AUSTRALIA"
1106,Northern Highway,WALLAN,AC,Apr-2018,"Northern Highway, WALLAN, VICTORIA, AUSTRALIA"
1107,Northumberland Road,PASCOE VALE,ABC,Dec-2017,"Northumberland Road, PASCOE VALE, VICTORIA, AUSTRALIA"
1108,Oaklands Road,BULLA,AC,Dec-2017,"Oaklands Road, BULLA, VICTORIA, AUSTRALIA"
1109,Oaklands Road,OAKLANDS JUNCTION,BC,Dec-2017,"Oaklands Road, OAKLANDS JUNCTION, VICTORIA, AUSTRALIA"
1110,Oban Road,RINGWOOD,ABC,Feb-2018,"Oban Road, RINGWOOD, VICTORIA, AUSTRALIA"
1111,Oberon Avenue,ST ALBANS,C,Jul-2018,"Oberon Avenue, ST ALBANS, VICTORIA, AUSTRALIA"
1112,Ogilvie Avenue,ECHUCA,C,Apr-2018,"Ogilvie Avenue, ECHUCA, VICTORIA, AUSTRALIA"
1113,O'Gradys Road,CARRUM DOWNS,ABC,May-2018,"O'Gradys Road, CARRUM DOWNS, VICTORIA, AUSTRALIA"
1114,O'Gradys Road,KILMORE EAST,C,Apr-2018,"O'Gradys Road, KILMORE EAST, VICTORIA, AUSTRALIA"
1115,O'Herns Road,EPPING,C,Apr-2018,"O'Herns Road, EPPING, VICTORIA, AUSTRALIA"
1116,Old Calder Highway,KEILOR,C,Jul-2018,"Old Calder Highway, KEILOR, VICTORIA, AUSTRALIA"
1117,Old Dandenong Road,DINGLEY VILLAGE,AC,Jun-2018,"Old Dandenong Road, DINGLEY VILLAGE, VICTORIA, AUSTRALIA"
1118,Old Dandenong Road,OAKLEIGH SOUTH,C,Jun-2018,"Old Dandenong Road, OAKLEIGH SOUTH, VICTORIA, AUSTRALIA"
1119,Old Lancefield Road,WOODEND,C,Apr-2018,"Old Lancefield Road, WOODEND, VICTORIA, AUSTRALIA"
1120,Old Melbourne Road,TRARALGON,ABC,Apr-2018,"Old Melbourne Road, TRARALGON, VICTORIA, AUSTRALIA"
1121,Old Sale Road,DROUIN WEST,C,Apr-2018,"Old Sale Road, DROUIN WEST, VICTORIA, AUSTRALIA"
1122,Old Warrandyte Road,DONVALE,C,May-2018,"Old Warrandyte Road, DONVALE, VICTORIA, AUSTRALIA"
1123,Old Western Highway,GORDON,ABC,Apr-2018,"Old Western Highway, GORDON, VICTORIA, AUSTRALIA"
1124,Olinda-Monbulk Road,OLINDA,ABC,Mar-2018,"Olinda-Monbulk Road, OLINDA, VICTORIA, AUSTRALIA"
1125,Olympic Parade,MAIDEN GULLY,ABC,May-2018,"Olympic Parade, MAIDEN GULLY, VICTORIA, AUSTRALIA"
1126,Omeo Highway,ESKDALE,ABC,Apr-2018,"Omeo Highway, ESKDALE, VICTORIA, AUSTRALIA"
1127,Omeo Highway,MITTA MITTA,ABC,Apr-2018,"Omeo Highway, MITTA MITTA, VICTORIA, AUSTRALIA"
1128,O'Neil Road,BEACONSFIELD,BC,May-2018,"O'Neil Road, BEACONSFIELD, VICTORIA, AUSTRALIA"
1129,O'Neills Road,MELTON,C,Apr-2018,"O'Neills Road, MELTON, VICTORIA, AUSTRALIA"
1130,Ontario Avenue,MILDURA,BC,Jun-2018,"Ontario Avenue, MILDURA, VICTORIA, AUSTRALIA"
1131,Oriel Road,IVANHOE,C,Apr-2018,"Oriel Road, IVANHOE, VICTORIA, AUSTRALIA"
1132,Ormond Esplanade,ELWOOD,BC,Jul-2018,"Ormond Esplanade, ELWOOD, VICTORIA, AUSTRALIA"
1133,Ormond Road,EAST GEELONG,BC,Apr-2018,"Ormond Road, EAST GEELONG, VICTORIA, AUSTRALIA"
1134,Ormond Road,MOONEE PONDS,C,Dec-2017,"Ormond Road, MOONEE PONDS, VICTORIA, AUSTRALIA"
1135,Ormonde Road,FERNTREE GULLY,BC,Jan-2018,"Ormonde Road, FERNTREE GULLY, VICTORIA, AUSTRALIA"
1136,Orrong Road,TOORAK,C,Jul-2018,"Orrong Road, TOORAK, VICTORIA, AUSTRALIA"
1137,Otway Street,PORTLAND,C,May-2018,"Otway Street, PORTLAND, VICTORIA, AUSTRALIA"
1138,Outlook Drive,DANDENONG NORTH,BC,Apr-2018,"Outlook Drive, DANDENONG NORTH, VICTORIA, AUSTRALIA"
1139,Overport Road,FRANKSTON,C,May-2018,"Overport Road, FRANKSTON, VICTORIA, AUSTRALIA"
1140,Overton Lea Boulevard,SYDENHAM,BC,Jul-2018,"Overton Lea Boulevard, SYDENHAM, VICTORIA, AUSTRALIA"
1141,Oxley Flats Road,WANGARATTA,ABC,Apr-2018,"Oxley Flats Road, WANGARATTA, VICTORIA, AUSTRALIA"
1142,Palmers Road,POINT COOK,BC,Apr-2018,"Palmers Road, POINT COOK, VICTORIA, AUSTRALIA"
1143,Palmers Road,WILLIAMS LANDING,BC,Apr-2018,"Palmers Road, WILLIAMS LANDING, VICTORIA, AUSTRALIA"
1144,Palmerston Street,MELTON,C,Apr-2018,"Palmerston Street, MELTON, VICTORIA, AUSTRALIA"
1145,Panorama Avenue,LOWER PLENTY (NGB),BC,Jul-2018,"Panorama Avenue, LOWER PLENTY (NGB), VICTORIA, AUSTRALIA"
1146,Parer Road,AIRPORT WEST,BC,Dec-2017,"Parer Road, AIRPORT WEST, VICTORIA, AUSTRALIA"
1147,Park Lane,TRARALGON,ABC,Apr-2018,"Park Lane, TRARALGON, VICTORIA, AUSTRALIA"
1148,Park Road,CHELTENHAM,AC,Jun-2018,"Park Road, CHELTENHAM, VICTORIA, AUSTRALIA"
1149,Park Road,DONVALE,C,May-2018,"Park Road, DONVALE, VICTORIA, AUSTRALIA"
1150,Park Road,PARK ORCHARDS,C,May-2018,"Park Road, PARK ORCHARDS, VICTORIA, AUSTRALIA"
1151,Parkside Drive,SHEPPARTON,ABC,Apr-2018,"Parkside Drive, SHEPPARTON, VICTORIA, AUSTRALIA"
1152,Parwan-Exford Road,PARWAN,C,T,"Parwan-Exford Road, PARWAN, VICTORIA, AUSTRALIA"
1153,Pascoe Vale Road,ESSENDON,C,Dec-2017,"Pascoe Vale Road, ESSENDON, VICTORIA, AUSTRALIA"
1154,Pascoe Vale Road,GLENROY,ABC,Dec-2017,"Pascoe Vale Road, GLENROY, VICTORIA, AUSTRALIA"
1155,Pascoe Vale Road,JACANA,ABC,Dec-2017,"Pascoe Vale Road, JACANA, VICTORIA, AUSTRALIA"
1156,Pascoe Vale Road,OAK PARK,AC,Dec-2017,"Pascoe Vale Road, OAK PARK, VICTORIA, AUSTRALIA"
1157,Pascoe Vale Road,PASCOE VALE,AC,Dec-2017,"Pascoe Vale Road, PASCOE VALE, VICTORIA, AUSTRALIA"
1158,Pascoe Vale Road,STRATHMORE,C,Dec-2017,"Pascoe Vale Road, STRATHMORE, VICTORIA, AUSTRALIA"
1159,Patten Street,SALE,C,Apr-2018,"Patten Street, SALE, VICTORIA, AUSTRALIA"
1160,Paynesville Road,BAIRNSDALE,ABC,Apr-2018,"Paynesville Road, BAIRNSDALE, VICTORIA, AUSTRALIA"
1161,Paynesville Road,EAGLE POINT,ABC,Apr-2018,"Paynesville Road, EAGLE POINT, VICTORIA, AUSTRALIA"
1162,Pearcedale Road,CRANBOURNE SOUTH,B,Jul-2018,"Pearcedale Road, CRANBOURNE SOUTH, VICTORIA, AUSTRALIA"
1163,Pearcedale Road,PEARCEDALE,B,Jul-2018,"Pearcedale Road, PEARCEDALE, VICTORIA, AUSTRALIA"
1164,Peel Street,BALLARAT,C,Jul-2018,"Peel Street, BALLARAT, VICTORIA, AUSTRALIA"
1165,Perry Road,KEYSBOROUGH (SSV),CD,Apr-2018,"Perry Road, KEYSBOROUGH (SSV), VICTORIA, AUSTRALIA"
1166,Peter Ross-Edwards Causeway,SHEPPARTON,ABC,Apr-2018,"Peter Ross-Edwards Causeway, SHEPPARTON, VICTORIA, AUSTRALIA"
1167,Phillip Island Road,SURF BEACH,AC,Apr-2018,"Phillip Island Road, SURF BEACH, VICTORIA, AUSTRALIA"
1168,Pillars Road,BANGHOLME,BC,Apr-2018,"Pillars Road, BANGHOLME, VICTORIA, AUSTRALIA"
1169,Pine Road,BAYSWATER,BC,Jan-2018,"Pine Road, BAYSWATER, VICTORIA, AUSTRALIA"
1170,Pioneer Road,GROVEDALE,BC,Apr-2018,"Pioneer Road, GROVEDALE, VICTORIA, AUSTRALIA"
1171,Piries-Goughs Bay Road,PIRIES,C,Apr-2018,"Piries-Goughs Bay Road, PIRIES, VICTORIA, AUSTRALIA"
1172,Pitt Street,ELTHAM,BC,Apr-2018,"Pitt Street, ELTHAM, VICTORIA, AUSTRALIA"
1173,Plantation Road,CORIO,BC,Apr-2018,"Plantation Road, CORIO, VICTORIA, AUSTRALIA"
1174,Plenty River Drive,GREENSBOROUGH,BC,Jul-2018,"Plenty River Drive, GREENSBOROUGH, VICTORIA, AUSTRALIA"
1175,Plenty Road,RESERVOIR,AC,Apr-2018,"Plenty Road, RESERVOIR, VICTORIA, AUSTRALIA"
1176,Plenty Road,SOUTH MORANG,AC,Apr-2018,"Plenty Road, SOUTH MORANG, VICTORIA, AUSTRALIA"
1177,Plenty Road,YAN YEAN,AC,Apr-2018,"Plenty Road, YAN YEAN, VICTORIA, AUSTRALIA"
1178,Plumpton Road,DIGGERS REST,ABC,Jul-2018,"Plumpton Road, DIGGERS REST, VICTORIA, AUSTRALIA"
1179,Plumpton Road,PLUMPTON,ABC,Mar-2018,"Plumpton Road, PLUMPTON, VICTORIA, AUSTRALIA"
1180,Poath Road,HUGHESDALE,B,Jun-2018,"Poath Road, HUGHESDALE, VICTORIA, AUSTRALIA"
1181,Point Cook Road,POINT COOK,BC,Feb-2018,"Point Cook Road, POINT COOK, VICTORIA, AUSTRALIA"
1182,Point Nepean Road,DROMANA,C,May-2018,"Point Nepean Road, DROMANA, VICTORIA, AUSTRALIA"
1183,Point Nepean Road,MCCRAE,C,May-2018,"Point Nepean Road, MCCRAE, VICTORIA, AUSTRALIA"
1184,Point Richards Road,PORTARLINGTON,BC,Apr-2018,"Point Richards Road, PORTARLINGTON, VICTORIA, AUSTRALIA"
1185,Police Road,SPRINGVALE,C,Apr-2018,"Police Road, SPRINGVALE, VICTORIA, AUSTRALIA"
1186,Pollack Street,COLAC,C,Apr-2018,"Pollack Street, COLAC, VICTORIA, AUSTRALIA"
1187,Port Fairy Road,BYADUK,C,May-2018,"Port Fairy Road, BYADUK, VICTORIA, AUSTRALIA"
1188,Port Fairy Road,HAMILTON,C,May-2018,"Port Fairy Road, HAMILTON, VICTORIA, AUSTRALIA"
1189,Portarlington Road,MOOLAP,AC,Apr-2018,"Portarlington Road, MOOLAP, VICTORIA, AUSTRALIA"
1190,Portarlington-Queenscliff  Road,MANNERIM (WBR),ABC,Jun-2018,"Portarlington-Queenscliff  Road, MANNERIM (WBR), VICTORIA, AUSTRALIA"
1191,Portland-Casterton Road,SANDFORD,C,May-2018,"Portland-Casterton Road, SANDFORD, VICTORIA, AUSTRALIA"
1192,Portland-Nelson Road,MOUNT RICHMOND,ABC,May-2018,"Portland-Nelson Road, MOUNT RICHMOND, VICTORIA, AUSTRALIA"
1193,Portland-Nelson Road,PORTLAND,C,May-2018,"Portland-Nelson Road, PORTLAND, VICTORIA, AUSTRALIA"
1194,Pound Road,HAMPTON PARK,ABC,Jul-2018,"Pound Road, HAMPTON PARK, VICTORIA, AUSTRALIA"
1195,Pound Road,NARRE WARREN SOUTH,C,Jul-2018,"Pound Road, NARRE WARREN SOUTH, VICTORIA, AUSTRALIA"
1196,Power Road,DOVETON,B,Jul-2018,"Power Road, DOVETON, VICTORIA, AUSTRALIA"
1197,Power Road,ENDEAVOUR HILLS,B,Jul-2018,"Power Road, ENDEAVOUR HILLS, VICTORIA, AUSTRALIA"
1198,Powerscourt Street,MAFFRA,C,Apr-2018,"Powerscourt Street, MAFFRA, VICTORIA, AUSTRALIA"
1199,Powlett Street,INVERLOCH,BC,Apr-2018,"Powlett Street, INVERLOCH, VICTORIA, AUSTRALIA"
1200,Prince Street,ROSEDALE,C,Apr-2018,"Prince Street, ROSEDALE, VICTORIA, AUSTRALIA"
1201,Princes  Highway,MUNRO,ABC,May-2018,"Princes  Highway, MUNRO, VICTORIA, AUSTRALIA"
1202,Princes Freeway,BUNYIP,ABC,May-2018,"Princes Freeway, BUNYIP, VICTORIA, AUSTRALIA"
1203,Princes Freeway,DROUIN,AC,Apr-2018,"Princes Freeway, DROUIN, VICTORIA, AUSTRALIA"
1204,Princes Freeway,GARFIELD,B,May-2018,"Princes Freeway, GARFIELD, VICTORIA, AUSTRALIA"
1205,Princes Freeway,MORWELL,ABC,Apr-2018,"Princes Freeway, MORWELL, VICTORIA, AUSTRALIA"
1206,Princes Freeway,NAR NAR GOON,BC,May-2018,"Princes Freeway, NAR NAR GOON, VICTORIA, AUSTRALIA"
1207,Princes Freeway,PAKENHAM,BC,May-2018,"Princes Freeway, PAKENHAM, VICTORIA, AUSTRALIA"
1208,Princes Freeway,TYNONG,AC,May-2018,"Princes Freeway, TYNONG, VICTORIA, AUSTRALIA"
1209,Princes Highway,ALLANSFORD,C,May-2018,"Princes Highway, ALLANSFORD, VICTORIA, AUSTRALIA"
1210,Princes Highway,BAIRNSDALE EAST,C,Apr-2018,"Princes Highway, BAIRNSDALE EAST, VICTORIA, AUSTRALIA"
1211,Princes Highway,BELMONT,ABC,Apr-2018,"Princes Highway, BELMONT, VICTORIA, AUSTRALIA"
1212,Princes Highway,BERWICK,AC,Jul-2018,"Princes Highway, BERWICK, VICTORIA, AUSTRALIA"
1213,Princes Highway,CABBAGE TREE CREEK,C,Apr-2018,"Princes Highway, CABBAGE TREE CREEK, VICTORIA, AUSTRALIA"
1214,Princes Highway,CAMPERDOWN,BC,Apr-2018,"Princes Highway, CAMPERDOWN, VICTORIA, AUSTRALIA"
1215,Princes Highway,CANN RIVER,ABC,Apr-2018,"Princes Highway, CANN RIVER, VICTORIA, AUSTRALIA"
1216,Princes Highway,CLUB TERRACE,AC,Apr-2018,"Princes Highway, CLUB TERRACE, VICTORIA, AUSTRALIA"
1217,Princes Highway,DELVINE,C,Apr-2018,"Princes Highway, DELVINE, VICTORIA, AUSTRALIA"
1218,Princes Highway,DRUMBORG,C,May-2018,"Princes Highway, DRUMBORG, VICTORIA, AUSTRALIA"
1219,Princes Highway,FERNBANK,C,Apr-2018,"Princes Highway, FERNBANK, VICTORIA, AUSTRALIA"
1220,Princes Highway,FLYNN,ABC,Apr-2018,"Princes Highway, FLYNN, VICTORIA, AUSTRALIA"
1221,Princes Highway,GENOA,ABC,Apr-2018,"Princes Highway, GENOA, VICTORIA, AUSTRALIA"
1222,Princes Highway,GREENWALD,C,May-2018,"Princes Highway, GREENWALD, VICTORIA, AUSTRALIA"
1223,Princes Highway,HALLAM,ABC,Jul-2018,"Princes Highway, HALLAM, VICTORIA, AUSTRALIA"
1224,Princes Highway,HEYWOOD,AC,May-2018,"Princes Highway, HEYWOOD, VICTORIA, AUSTRALIA"
1225,Princes Highway,HILLSIDE,C,Apr-2018,"Princes Highway, HILLSIDE, VICTORIA, AUSTRALIA"
1226,Princes Highway,JOHNSONVILLE,BC,Jul-2018,"Princes Highway, JOHNSONVILLE, VICTORIA, AUSTRALIA"
