row_index,location_long,location_short,longitude,latitude
80,"West Gate Freeway, Grieve Parade Bridge, Melbourne Bound, Altona North",West Gate Freeway Altona North,144.82959866524,-37.825497378961
81,"Monash Freeway, Southbound approximately 470m south of High Street, Glen Iris",Glen Iris,145.060628,-37.864172
82,"Duke Street at the intersection of Duke Street and Ballarat Road, Braybrook",Braybrook,144.84723955393,-37.778891901087
83,"St Kilda Road at the intersection of St Kilda Road and Fitzroy Street, St Kilda",St Kilda,144.98267501593,-37.85696713827
84,"Highbury Road at the intersection of Highbury Road and Huntingdale Road, Mount Waverley",Mount Waverley,145.1138779521,-37.855475185673
85,"Denmark Street at the intersection of Denmark Street and High Street South, Kew",Kew,145.02883180976,-37.807754905897
86,"Mt Dandenong Road at the intersection of Mt Dandenong Road and Dorset Road, Croydon",Croydon,145.29007226229,-37.799814067515
87,"Hoddle Street at the intersection of Hoddle Street and Johnston Street, Collingwood",Collingwood,144.99293580651,-37.799991034384
88,"Hoddle Street at the intersection of Hoddle Street and Wellington Parade, East Melbourne",East Melbourne,144.98986065388,-37.817651678365
89,"St Georges Road at the intersection of St Georges Road and Normanby Avenue, Thornbury",Thornbury,144.99310076237,-37.758889432795
90,"Heatherton Road at the intersection of Heatherton Road and Monash Freeway, Doveton",Doveton,145.23677140474,-37.972542282708
91,"Heatherton Road at the intersection of Heatherton Road and Monash Freeway, Endeavour Hills",Endeavour Hills,145.23810178041,-37.972525367501
92,"Wells Road at the intersection of Wells Road and Palm Grove Boulevard, Aspendale Gardens",Aspendale Gardens,145.118471,-38.019049
93,"Wells Road at the intersection of Wells Road and Nurten Parade, Aspendale Gardens",Aspendale Gardens,145.124242,-38.022193
94,"Princes Highway at the intersection of Princes Highway and Sparks Road, Norlane",Norlane,144.35633093119,-38.091617366572
95,"Frankston Freeway off ramp at the intersection of Frankston Freeway off ramp and Dandenong-Frankston Road, Seaford",Seaford,145.13394892216,-38.128335785904
96,"Canterbury Road at the intersection of Canterbury Road and Bayswater Road, Bayswater North",Bayswater North,145.26911482215,-37.832274562259
97,"Hume Freeway, Northbound 101m south of Broadford-Flowerdale Road, Broadford",Hume Freeway Broadford,145.06848156452,-37.207358636751
98,"Hume Freeway, Southbound 109m south of Broadford-Flowerdale Road, Broadford",Hume Freeway Broadford,145.06864786148,-37.207802975741
99,"Princes Freeway, Point Wilson Road Bridge, Geelong Bound, Point Wilson",Princes Freeway Point Wilson,144.53357934952,-37.981957105048
100,"Dandenong-Frankston Road at the intersection of Dandenong-Frankston Road and Skye Road, Frankston",Frankston,145.13418093324,-38.128494028642
101,"Doncaster Road at the intersection of Doncaster Road and Gardenia Road, Balwyn North",Balwyn North,145.09954690933,-37.789895827461
102,"Gilbert Road at the intersection of Gilbert Road and Bell Street, Preston",Preston,144.98927861452,-37.743615727993
103,"Warrigal Road at the intersection of Warrigal Road and North Road, Oakleigh",Oakleigh,145.08502006531,-37.90932728559
104,"Maroondah Highway, approximately 100 metres West of Hutchinson Street, Lilydale",Lilydale,145.34706,-37.756875
105,"Centre Road at the intersection of Centre Road and Buckland Street, Clayton",Clayton,145.13166636228,-37.93009188134
106,"Princes Highway at the intersection of Princes Highway and Webb Street, Narre Warren",Narre Warren,145.30524820089,-38.025420239924
107,"Exhibition Street at the intersection of Exhibition Street and Victoria Street, Melbourne",Melbourne,144.96875971556,-37.80744657062
108,"LaTrobe Street at the intersection of LaTrobe Street and Spencer Street, West Melbourne",West Melbourne,144.951031,-37.813194
109,"Flemington Road at the intersection of Flemington Road and Gatehouse Street, Parkville",Parkville,144.95111614466,-37.796384853356
110,"Burwood Highway at the intersection of Burwood Highway and Brenock Park Drive, Ferntree Gully",Ferntree Gully,145.29488146305,-37.888724056316
111,"Bell Street at the intersection of Bell Street and St Georges Road, Preston",Preston,144.99735742807,-37.744531984672
112,"Dandenong Road at the intersection of Dandenong Road and Clayton Road, Oakleigh East",Oakleigh East,145.12213245034,-37.911159909455
113,"Burke Road at the intersection of Burke Road and Old Burke Road, Kew East",Kew East,145.064898,-37.787505
114,"King Street at the intersection of King Street and Hawke Street, West Melbourne",West Melbourne,144.94879335165,-37.805632558319
115,"Springvale Road at the intersection of Springvale Road and Lower Dandenong Road, Braeside",Braeside,145.14422772932,-37.991053640227
116,"Waverley Road at the intersection of Waverley Road and Blackburn Road, Mount Waverley",Mount Waverley,145.14551058411,-37.886689771244
117,"Greensborough Highway at the intersection of Greensborough Highway and Grimshaw Street, Greensborough",Greensborough,145.089865,-37.703029
118,"Greensborough Highway at the intersection of Greensborough Highway and Grimshaw Street, Watsonia",Watsonia,145.089557,-37.703365
119,"High Street Road at the intersection of High Street Road and Stud Road, Wantirna South",Wantirna South,145.23268908262,-37.876919762851
120,"City Road at the intersection of City Road and Montague Street, South Melbourne",South Melbourne,144.95184838772,-37.832823234762
121,"Centre Road at the intersection of Centre Road and Springs Road, Clayton South",Clayton South,145.11004239321,-37.927474809348
122,"Glen Eira Road at the intersection of Glen Eira Road and Kooyong Road, Caulfield",Caulfield,145.01640915871,-37.879202017336
123,"Hallam Road at the intersection of Hallam Road and Fordholm Road, Hampton Park",Hampton Park,145.26712328196,-38.035801124052
124,"Munro Street at the intersection of Munro Street and Sydney Road, Coburg",Coburg,144.96580660343,-37.74494875045
125,"Hume Freeway, Northbound 65m south of O'Herns Road, Epping",Hume Freeway Epping,144.99328315258,-37.634388707411
126,"Fifteenth Street at the intersection of Fifteenth Street and San Mateo Avenue, Mildura",Mildura,142.1413064003,-34.210812882684
